name,location,cuisines,estimated_cost_for_two,rating
Maz Food Point,kammanahalli,"biryani, chinese, south indian",300.0,
The Twisted Desi,indiranagar,"chinese, continental, italian, north indian",1000.0,
The Cake House,ulsoor,"bakery, fast food",300.0,3.7
Mahadii's,kammanahalli,"andhra, chinese, north indian",600.0,3.9
Cafe Thulp,kammanahalli,"burger, cafe, italian, salad",1000.0,4.0
Yuan Restaurant,hbr layout,"chinese, momos",550.0,3.8
Vijaya Gardenia,banaswadi,"andhra, chinese, north indian",500.0,3.4
Kenny's Restaurant,banaswadi,chinese,450.0,3.7
Asia In A Box,kammanahalli,"asian, indonesian, thai, vietnamese",550.0,3.0
Domino's Pizza,frazer town,"fast food, pizza",400.0,3.7
Pulimunchi,indiranagar,"mangalorean, seafood",1000.0,4.3
A2B - Adyar Ananda Bhavan,indiranagar,"chinese, fast food, north indian, south indian, street food",400.0,3.0
Paaramparya Restaurant,kammanahalli,"chettinad, mangalorean, north indian, south indian",600.0,3.6
Sidra Eatery,kammanahalli,"continental, north indian",400.0,3.9
Chetty's Corner,kammanahalli,"burger, fast food",200.0,3.6
Five Star Chicken,frazer town,"burger, fast food",200.0,3.7
Retreat Restaurant,rt nagar,"chinese, north indian",500.0,3.5
Giselle Resto Cafe,kammanahalli,"beverages, cafe, desserts, italian, pizza",800.0,4.1
Jai Mataji Farshan & Sweets,banaswadi,"mithai, street food",150.0,3.8
Waffle Stories,banaswadi,"beverages, desserts",300.0,3.8
Aadvik Nightfood,frazer town,fast food,350.0,3.6
Chai Central,rt nagar,"fast food, tea",200.0,3.2
House Of Candy,banaswadi,desserts,200.0,
Food Town,indiranagar,chinese,150.0,3.2
Sreeraj Lassi Bar,race course road,"beverages, desserts",150.0,3.9
Luqma Restaurant,rt nagar,"arabian, chinese, north indian, rolls",550.0,3.5
Ice Cream Works,indiranagar,ice cream,300.0,3.9
Shree Mahalakshmi Sweets,kammanahalli,"mithai, street food",100.0,
Mummy's Kitchen,banaswadi,south indian,300.0,3.5
Pizbur Trap,kammanahalli,"american, bengali, burger, momos",400.0,3.5
Kettle & Kegs,indiranagar,"beverages, tea",200.0,
King Kong,frazer town,"chinese, momos",300.0,3.8
Vijayalaxmi Veg,banaswadi,"chinese, fast food, north indian, south indian",200.0,
Crispy Fried Chicken,new bel road,"burger, fast food",150.0,
Chocs Cafe,rt nagar,"beverages, desserts, fast food",400.0,3.6
NTR Cafe,kammanahalli,"chinese, fast food",100.0,2.9
North Se South Veg & Non-Veg Restaurants,banaswadi,"chinese, north indian, south indian",250.0,3.6
The Deagh,frazer town,"arabian, chinese, north indian",500.0,3.7
Patels Inn,rt nagar,"chinese, north indian",750.0,3.8
Shake The Shake,kammanahalli,juices,200.0,
Elements Eatery,frazer town,"continental, steak",1100.0,4.0
The Fresh 'N' Grill,banaswadi,fast food,150.0,
Arabian Mataam,frazer town,"arabian, biryani",500.0,3.7
Chetty's Coffee,indiranagar,south indian,150.0,3.9
Beijing Bites,frazer town,"chinese, thai",850.0,3.9
AQNI,rt nagar,"mughlai, north indian",500.0,3.0
7 to 11 Food Court,banaswadi,"burger, fast food, north indian, south indian",200.0,3.7
Vanas,kammanahalli,"mangalorean, seafood",400.0,4.0
New Leaf Restaurant,indiranagar,chinese,1500.0,3.7
Natural Ice Cream,frazer town,"desserts, ice cream",150.0,4.1
Viceroy's Sarathi,indiranagar,"chinese, north indian",750.0,3.8
Sherlock's Pub,frazer town,"chinese, continental, north indian",1500.0,4.0
Misal Darbar,indiranagar,maharashtrian,200.0,3.2
The Brekkie Shop,indiranagar,"healthy food, sandwich",300.0,3.7
Sweet Moments Express,kammanahalli,"mithai, street food",200.0,3.7
Lassi Cream,frazer town,"beverages, ice cream",200.0,
Naidoo's Donne Biryani,kammanahalli,"biryani, south indian",300.0,3.5
Pista House,frazer town,"biryani, north indian",,4.0
Bisi Thindi,kammanahalli,south indian,150.0,
Dolphin Bar,frazer town,"chinese, finger food, north indian, seafood",1000.0,3.8
Zu's Doner Kebaps,kammanahalli,"fast food, turkish",350.0,3.6
Lagom Patisserie,frazer town,"bakery, desserts",350.0,
Indira Darshini,frazer town,south indian,200.0,3.6
Patisserie Nitash,frazer town,bakery,500.0,4.2
Three 7 Kitchen,frazer town,"beverages, fast food, north indian, south indian",300.0,
The Joint Family Kitchen,frazer town,"beverages, fast food",500.0,
Shahi Hyderabadi Dum Biryani,frazer town,"biryani, north indian",400.0,
Ice box,frazer town,"beverages, fast food, ice cream",200.0,
Kolkatta Famous Kati Rolls,frazer town,rolls,150.0,
Farida's Kitchen,frazer town,mughlai,250.0,
Public Cafe,frazer town,continental,700.0,
The Sugar Fairy,frazer town,"bakery, desserts",100.0,4.3
Chote Miya,frazer town,"biryani, mughlai, rolls",500.0,3.6
Royal Savera,frazer town,"chinese, north indian",600.0,3.1
Lychees Restaurant,frazer town,fast food,400.0,3.2
New Taj Biryani Centre,frazer town,"biryani, south indian",350.0,3.5
Mom Made Food,frazer town,"biryani, kerala",400.0,3.4
Mothers Recipe Restaurant,frazer town,"chinese, north indian, south indian",600.0,3.1
Mini Fast Food,frazer town,"chinese, fast food",150.0,3.1
East Cafe Corner,frazer town,"biryani, rolls",150.0,
Chawla's 2 Online.com,frazer town,north indian,800.0,
New Prashanthi Donne Biryani,frazer town,biryani,300.0,3.3
Al-Falah Restaurant,frazer town,"chinese, north indian, rolls",400.0,
Night Food Joint,frazer town,"chinese, north indian",500.0,2.9
Just Baked,frazer town,"bakery, desserts",400.0,3.4
Simu?s Kitchen,frazer town,"desserts, mughlai",500.0,3.4
L'inoui,frazer town,desserts,400.0,3.5
Sadi's Biriyani,frazer town,biryani,600.0,3.3
Konfection Konnection,frazer town,desserts,600.0,3.6
Leia Soul Food,frazer town,bakery,500.0,3.8
Madhu's kitchen,frazer town,north indian,450.0,
Baker Ree,frazer town,"bakery, desserts",200.0,3.7
Maddy's Cafe,kammanahalli,"cafe, continental",500.0,3.8
The Teal Door Cafe,indiranagar,"cafe, continental",800.0,4.2
Naidu Military Hotel,kammanahalli,south indian,250.0,3.5
Hunger Twist,kalyan nagar,"burger, fast food",300.0,3.8
Gundappa Donne Biryani,indiranagar,biryani,300.0,2.5
The Gluten Free Baking Co.,banaswadi,bakery,400.0,3.8
Grand Food Court,rt nagar,"chinese, north indian",,
Al-Baik Kabab Centre,banaswadi,"biryani, chinese, kebab",300.0,
Raidan Oven,frazer town,"arabian, rolls",300.0,3.3
Bake and Fry,rt nagar,"fast food, sandwich",400.0,3.1
Sartaj Ambur Dum Biryani,frazer town,biryani,150.0,3.2
Bada Bing Burgers,frazer town,"burger, desserts",300.0,3.5
Nuty,kammanahalli,"biryani, north indian",300.0,
Byblos,indiranagar,"arabian, beverages, lebanese, middle eastern, salad",1700.0,4.2
Rich Bowl,frazer town,"chinese, north indian, rolls, seafood",450.0,3.5
Meat And Eat,banaswadi,"burger, fast food",500.0,3.3
Konark Vegetarian Restaurant,commercial street,"chinese, north indian, south indian",700.0,4.1
Ahmeds Takeaway Restaurant,frazer town,"chinese, north indian",250.0,
Food Corner,rt nagar,"chinese, fast food, north indian",250.0,3.3
Bearys Restaurant,rt nagar,"north indian, south indian",450.0,3.3
Homely Kitchen,indiranagar,"chinese, north indian",300.0,
Bade Miyan Kababs,banaswadi,"biryani, hyderabadi, kebab, north indian",800.0,
Red Savina,jakkur,"chinese, mughlai, north indian, south indian",400.0,
Hotel New Karthik,banaswadi,"biryani, south indian",300.0,
Feel The Taste,hennur,fast food,300.0,
Tindipotha,kammanahalli,"biryani, chinese, north indian, south indian",300.0,
The Lovin' Oven Cakery,banaswadi,"bakery, desserts",500.0,3.5
Home Made Food,north bangalore,"north indian, south indian",300.0,
M K Lassi,frazer town,beverages,100.0,
Upsouth,banaswadi,south indian,300.0,3.8
Belly Deli,frazer town,"biryani, fast food",400.0,4.1
5 Star Food,kammanahalli,"fast food, south indian",300.0,
Sotang's,kammanahalli,"chinese, north indian",250.0,3.3
Anand Vihar,rt nagar,"chinese, north indian",,2.5
New Musthafa's Kabab,frazer town,north indian,300.0,
Shahee,rt nagar,mughlai,200.0,
Hotel Abhilash,frazer town,south indian,200.0,
The Rennan's Cafe,kammanahalli,"chinese, fast food, momos",250.0,2.9
Kolkata Famous Kati Roll,rt nagar,rolls,150.0,
Bhajanka's Restaurant,kammanahalli,"beverages, continental, north indian, street food",700.0,3.6
CK's Bakery,city market,"bakery, fast food",200.0,3.5
Eatapita,kammanahalli,"arabian, greek, lebanese, mediterranean, pizza",600.0,4.0
Cream Factory,rt nagar,desserts,400.0,3.5
Albert Bakery,frazer town,"bakery, fast food",150.0,4.3
Corner House Ice Cream,frazer town,"desserts, ice cream",400.0,4.1
Komala Refreshments,frazer town,south indian,150.0,4.0
Sultan's Creams & Faloodas,frazer town,"beverages, ice cream",150.0,3.3
Anand Sweets and Savouries,frazer town,"mithai, street food",400.0,3.9
Luna Sweets,frazer town,"desserts, mithai",100.0,3.6
The Lassi Park,frazer town,"desserts, juices",200.0,3.8
Ibaco,frazer town,desserts,300.0,3.7
Thomson's Bakery,frazer town,bakery,300.0,3.5
Bombay Chowpaty Kulfi,frazer town,"desserts, ice cream",250.0,4.2
Sweet Chariot,frazer town,"bakery, fast food",500.0,3.1
Cafe D'Costa,frazer town,bakery,200.0,3.8
Belgian Waffle Factory,vasanth nagar,desserts,400.0,4.8
Cookie Man,banaswadi,bakery,150.0,
Just Bake,mg road,"bakery, desserts",400.0,3.8
Froststicks,banaswadi,"desserts, ice cream",150.0,
Crescent Moon Bakery,rt nagar,bakery,500.0,
Bombay Kulfi,rt nagar,"desserts, ice cream",150.0,
Sharief Bhai,frazer town,"biryani, mughlai",700.0,4.3
Golden Restaurant,frazer town,"chinese, north indian, south indian",1000.0,3.7
Fish N Spice,frazer town,"chinese, continental",500.0,
Gallops,frazer town,"chinese, continental, north indian",1400.0,3.6
Zayan Kabab Korner,frazer town,"biryani, kebab",250.0,3.8
Shiv Shankar Chaats,frazer town,street food,150.0,3.7
Cafe Iftar,frazer town,"fast food, street food",200.0,3.8
Karnataka Biriyani Paradise,frazer town,"biryani, north indian",300.0,3.4
KFC,frazer town,"burger, fast food",400.0,3.3
Savera Cafe,frazer town,fast food,200.0,3.5
M.M.A. Kabab & Rolls,frazer town,"arabian, chinese, fast food, kebab, mughlai",400.0,3.5
Vasudev Adiga's,frazer town,"chinese, north indian, south indian",300.0,2.8
New Taj Restaurant,frazer town,"fast food, north indian",300.0,
Indira Canteen,frazer town,south indian,300.0,
Affan Kabab Centre,frazer town,kebab,150.0,
Hunger Joint,frazer town,"beverages, desserts, fast food",300.0,
Keral Kitchen,frazer town,"kerala, south indian",300.0,
Five Star Chicken,frazer town,"burger, roast chicken",300.0,3.3
Sapthagiri's Naidu Eating Point,frazer town,biryani,300.0,3.4
AL-Nabi Hotel,frazer town,"biryani, kebab",300.0,
Sri Devi Cafe,frazer town,"chinese, south indian",200.0,3.7
Just One More,frazer town,"south indian, street food",200.0,3.4
A1 Tasty Lime Rice,frazer town,south indian,150.0,
Faasos,frazer town,"biryani, fast food, north indian",500.0,4.1
Subway,frazer town,"fast food, salad",600.0,3.6
Imperial Restaurant,shivajinagar,"biryani, chinese, juices, kebab, north indian",800.0,2.9
McDonald's,commercial street,"burger, fast food",500.0,2.7
Watson's,ulsoor,"finger food, north indian",1300.0,4.2
Knowhere,banaswadi,"continental, finger food",1300.0,3.8
Biryani Paradise,banaswadi,"biryani, fast food",200.0,
New Kadai,rt nagar,"chinese, north indian",400.0,3.3
WOW! Momo,banaswadi,"momos, tibetan",400.0,2.8
Cafe Mingo?s,cunningham road,"beverages, fast food",200.0,3.3
Bismillah Hotel,hennur,"biryani, kebab, north indian",250.0,
Just Bake,cunningham road,"bakery, desserts",400.0,3.4
AAR Chinese And Grill Food Truck,south bangalore,"bbq, chinese",200.0,
Bilal Kabab Corner,nagawara,"chinese, mughlai",300.0,
Bawarchy Hotel,rt nagar,"biryani, north indian",300.0,
Jai Karnataka Biryani Paradise,nagawara,north indian,150.0,
Hariharan Tiffen Centre,nagawara,south indian,200.0,
Am On Restaurant Family Dine,rt nagar,"biryani, fast food",200.0,
Bhavani Military Hotel,rt nagar,"fast food, maharashtrian, mughlai",300.0,
Udupas Veg Restaurant,banaswadi,"north indian, south indian",300.0,3.2
The Lassi Park,nagawara,"desserts, juices",200.0,3.3
Ambur Hot Dum Biryani,hennur,"biryani, kebab",250.0,3.1
The Buffet Table,hsr,"chinese, continental, italian, north indian, pan asian, south indian",1200.0,
Empire Restaurant,hsr,"chinese, mughlai, north indian, south indian",750.0,3.9
Atithi,hsr,"chinese, north indian, street food",800.0,3.9
SSignature,hsr,"chinese, north indian, south indian",800.0,
Foxtrot - House of Subculture,koramangala 3rd block,"american, asian, cafe, north indian",1000.0,4.4
Barbeque Nation,koramangala 1st block,"bbq, european, kebab, mediterranean, north indian",1600.0,4.7
Spice It - Ibis Hotel,bommanahalli,"asian, continental, european, fast food, mughlai, north indian, south indian",1200.0,3.0
The Hub - Ibis Hotel,bommanahalli,"fast food, finger food",1500.0,3.7
Zee5 Loft,hsr,"burger, cafe, pizza, sandwich",700.0,4.4
Tea Villa Cafe,hsr,"beverages, cafe, continental, desserts, italian, mediterranean, tea",800.0,4.2
Here & Now,hsr,"american, beverages, burger, cafe",750.0,4.6
Amour Fine Patisserie,hsr,"cafe, continental, desserts",500.0,4.0
Blk Plus Wht,hsr,"asian, north indian, thai",800.0,4.3
La Estranger Cafe,hsr,"beverages, burger, cafe, sandwich",500.0,3.8
Smally's Resto Cafe,hsr,"american, burger, cafe, italian, steak",650.0,4.0
Tea Addict,hsr,"beverages, cafe",300.0,4.0
Grilliez,hsr,"arabian, beverages, burger, cafe, continental, fast food, turkish",600.0,4.1
The Chocolate Room,hsr,"bakery, cafe, desserts, fast food",600.0,3.9
JFD Cafe,hsr,cafe,400.0,2.8
Canopy Flavours,hsr,"cafe, fast food",450.0,2.6
Cafe Coffee Day,hsr,cafe,650.0,3.8
That Garage Cafe,hsr,"biryani, cafe, chinese, continental, european, italian",650.0,3.1
The Wicked Cup,hsr,"beverages, cafe, desserts, fast food, sandwich",350.0,3.9
Gold Bean,hsr,cafe,550.0,2.5
Kairos,hsr,"cafe, european, italian",1000.0,3.8
Chaai Resto,hsr,"beverages, fast food, tea",250.0,3.9
Big Mama,hsr,"cafe, continental, italian",600.0,3.3
UBCR Cafe & Resto,hsr,"burger, cafe, chinese, continental",500.0,3.6
Go Native,hsr,"beverages, cafe, healthy food",800.0,
Talk Over Table Cafe,hsr,"beverages, cafe, italian",500.0,3.7
Sky Bakery and Cafe,bommanahalli,"bakery, cafe",350.0,
VegiGate,sarjapur road,"cafe, chinese",500.0,
Midnight Mania,koramangala 6th block,"beverages, italian, pizza",700.0,4.1
M.M Restaurant,hsr,"biryani, chinese, north indian",600.0,3.9
Night Fox,bommanahalli,"chinese, north indian, south indian",500.0,3.2
Abhiruchi Hotel,bommanahalli,"biryani, north indian, seafood",700.0,3.2
Happy Days,bommanahalli,"biryani, north indian, south indian",500.0,3.1
Easy Bites,hsr,"fast food, sandwich",300.0,3.8
Lassi Shop,bellandur,"beverages, ice cream",200.0,3.9
Empire Restaurant,hsr,"beverages, charcoal chicken, chinese, kerala, north indian, seafood, south indian",400.0,4.0
Eat Well,indiranagar,"chinese, north indian",400.0,3.5
Juice Shop,hsr,"beverages, ice cream, juices",150.0,3.7
Behrouz Biryani,hsr,biryani,650.0,4.0
Punjabites,hsr,"charcoal chicken, north indian",400.0,3.8
Masala Secret Eat WOW,hsr,"chinese, fast food, momos, street food",300.0,3.6
Firangi Bake,koramangala 1st block,"italian, mexican",600.0,3.9
Faasos,koramangala 1st block,"biryani, fast food, north indian",500.0,4.0
Sweet Truth,koramangala 1st block,"bakery, desserts",500.0,4.0
The Good Bowl,koramangala 1st block,"biryani, italian, north indian",500.0,3.6
Karama Restaurant,hsr,arabian,400.0,3.4
Navya's,hsr,"andhra, chinese, north indian",600.0,2.9
BOX8- Desi Meals,hsr,"fast food, mughlai, north indian",500.0,4.2
Dabba Gosht,hsr,"arabian, middle eastern",400.0,3.4
Domino's Pizza,sarjapur road,"fast food, pizza",400.0,2.7
Al-Bek,hsr,"biryani, charcoal chicken, chinese, north indian, rolls, seafood",300.0,3.6
Cafe Coffee Day The Lounge,hsr,"cafe, fast food",650.0,3.8
Biriyani's House,hsr,"biryani, north indian",200.0,
Vijayawada Style,bommanahalli,"chinese, north indian, south indian",300.0,3.2
Mark,hsr,"andhra, fast food",500.0,3.7
Boxout,hsr,"andhra, chinese",500.0,
TY Biryani,hsr,"biryani, fast food",500.0,
Karavali Kitchen,sarjapur road,"chinese, mangalorean, north indian",400.0,3.1
Kitchens@HSR,hsr,"andhra, biryani, chinese, kerala, mughlai, north indian, south indian, street food",200.0,3.1
Kings Kitchen,hsr,"biryani, north indian",500.0,
4K Biryani,hsr,"chinese, north indian",700.0,3.3
Aligarh House,hsr,"awadhi, biryani, mughlai, north indian",400.0,4.4
